Date,Open,High,Low,Close,Volume
1986-03-13,0.080115383100111,0.089818480233917,0.080115383100111,0.089818480233917,1149970687.1368
1986-03-14,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,343456864.87909
1986-03-17,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,148424719.22009
1986-03-18,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,75528414.697688
1986-03-19,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,53380257.950439
1986-03-20,0.089818480233917,0.089818480233917,0.080115383100111,0.089818480233917,65128408.030747
1986-03-21,0.089818480233917,0.089818480233917,0.080115383100111,0.080115383100111,66861742.739065
1986-03-24,0.080115383100111,0.080115383100111,0.080115383100111,0.080115383100111,72767922.726098
1986-03-25,0.080115383100111,0.080115383100111,0.080115383100111,0.080115383100111,35758030.455527
1986-03-26,0.080115383100111,0.089818480233917,0.080115383100111,0.080115383100111,25358030.120454
1986-03-27,0.080115383100111,0.089818480233917,0.080115383100111,0.089818480233917,18777780.80119
1986-03-31,0.089818480233917,0.089818480233917,0.080115383100111,0.089818480233917,14348152.142785
1986-04-01,0.089818480233917,0.089818480233917,0.080115383100111,0.080115383100111,12358026.13994
1986-04-02,0.080115383100111,0.089818480233917,0.080115383100111,0.089818480233917,30108648.886374
1986-04-03,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,25679015.479067
1986-04-04,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,29627168.869748
1986-04-07,0.089818480233917,0.089818480233917,0.080115383100111,0.080115383100111,18456795.442578
1986-04-08,0.080115383100111,0.089818480233917,0.080115383100111,0.089818480233917,11427163.930213
1986-04-09,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,13545682.018645
1986-04-10,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,15471605.251085
1986-04-11,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,19195065.962248
1986-04-14,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,13545682.018645
1986-04-15,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,10367904.885996
1986-04-16,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,35565441.931404
1986-04-17,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,24523463.755756
1986-04-18,0.089818480233917,0.089818480233917,0.089818480233917,0.089818480233917,24106180.177665
